BioMedGraphica_Conn_ID,BioMedGraphica_ID,NCBI_Gene_ID,Ensembl_Gene_ID_Version,Gene_Start,Gene_End,Chromosome,Gene_Type,Ensembl_Gene_ID,HGNC_ID,Gene_Name,RefSeq_ID,OMIM_ID,HGNC_Symbol
BMGC_GN41402,BMG_GN185439,79192,ENSG00000170549.4,3595832,3601403,5,protein_coding,ENSG00000170549,HGNC:14358,iroquois homeobox 1,,606197,IRX1
BMGC_GN41403,BMG_GN185440,7920,ENSG00000204427.12,31686955,31703356,6,protein_coding,ENSG00000204427,HGNC:13921,"abhydrolase domain containing 16A, phospholipase",NC_000006.12;NC_060930.1;NT_113891.3;NT_167245.2;NT_167246.2;NT_167247.2;NT_167248.2;NT_167249.2,142620,ABHD16A
BMGC_GN41404,BMG_GN185441,7922,ENSG00000112473.19,33200305,33204439,6,protein_coding,ENSG00000112473,HGNC:4927,solute carrier family 39 member 7,NC_000006.12;NC_060930.1;NG_023374.1;NT_113891.3;NT_167245.2;NT_167246.2;NT_167247.2;NT_167248.2,601416,SLC39A7
BMGC_GN41405,BMG_GN185442,79228,ENSG00000131652.14,3024027,3027755,16,protein_coding,ENSG00000131652,HGNC:28369,THO complex subunit 6,NG_052595.1;NC_000016.10;NC_060940.1,615403,THOC6
BMGC_GN41406,BMG_GN185443,7923,ENSG00000204228.4,33204655,33206831,6,protein_coding,ENSG00000204228,HGNC:3554,hydroxysteroid 17-beta dehydrogenase 8,NC_000006.12;NC_060930.1;NT_113891.3;NT_167245.2;NT_167246.2;NT_167247.2;NT_167248.2,601417,HSD17B8
BMGC_GN41407,BMG_GN185444,79230,ENSG00000130544.12,7069703,7087968,19,protein_coding,ENSG00000130544,HGNC:28632,zinc finger protein 557,NC_000019.10;NC_060943.1,,ZNF557
BMGC_GN41408,BMG_GN185445,79231,ENSG00000235197.1,37894637,37896666,10,processed_pseudogene,ENSG00000235197,HGNC:30957,"zinc finger protein 33C, pseudogene",,,ZNF33CP
BMGC_GN41409,BMG_GN185446,79232,ENSG00000151963.4,37883594,37884109,10,unprocessed_pseudogene,ENSG00000151963,HGNC:29445,"zinc finger protein 37C, pseudogene",,,ZNF37CP
BMGC_GN41410,BMG_GN185447,79258,ENSG00000142606.16,2590639,2633016,1,protein_coding,ENSG00000142606,HGNC:14668,membrane metalloendopeptidase like 1,NC_000001.11;NC_060925.1;NT_187515.1,618104,MMEL1
BMGC_GN41411,BMG_GN185448,79269,ENSG00000122741.16,37800554,37867666,9,protein_coding,ENSG00000122741,HGNC:23686,DDB1 and CUL4 associated factor 10,NC_000009.12;NC_060933.1,620295,DCAF10
BMGC_GN41412,BMG_GN185449,79272,ENSG00000234895.1,6066873,6067786,11,unitary_pseudogene,ENSG00000234895,HGNC:14790,olfactory receptor family 52 subfamily X member 1 pseudogene,,,OR52X1P
BMGC_GN41413,BMG_GN185450,79273,ENSG00000249646.3,79587757,79588130,4,transcribed_unprocessed_pseudogene,ENSG00000249646,HGNC:14789,olfactory receptor family 7 subfamily E member 94 pseudogene,,,OR7E94P
BMGC_GN41414,BMG_GN185451,79274,ENSG00000262980.2,6057286,6058275,11,unprocessed_pseudogene,ENSG00000262980,HGNC:14788,olfactory receptor family 52 subfamily L member 2 pseudogene,,,OR52L2P
BMGC_GN41415,BMG_GN185452,79282,ENSG00000228963.3,125724539,125725445,3,unprocessed_pseudogene,ENSG00000228963,HGNC:14780,olfactory receptor family 7 subfamily E member 93 pseudogene,,,OR7E93P
BMGC_GN41416,BMG_GN185453,79283,ENSG00000166408.4,7772890,7773814,11,unprocessed_pseudogene,ENSG00000166408,HGNC:14779,olfactory receptor family 5 subfamily P member 1 pseudogene,,,OR5P1P
BMGC_GN41417,BMG_GN185454,79289,ENSG00000232535.2,98306752,98312843,3,protein_coding,ENSG00000232535,HGNC:14773,olfactory receptor family 5 subfamily H member 8 (gene/pseudogene),,,OR5H8
BMGC_GN41418,BMG_GN185455,79290,ENSG00000256574.8,45302298,45315608,10,protein_coding,ENSG00000256574,HGNC:14772,olfactory receptor family 13 subfamily A member 1,NC_000010.11;NW_003315935.1;NC_060934.1,,OR13A1
BMGC_GN41419,BMG_GN185456,79291,ENSG00000187900.4,98238352,98239281,3,transcribed_unprocessed_pseudogene,ENSG00000187900,HGNC:14771,olfactory receptor family 5 subfamily H member 7 pseudogene,,,OR5H7P
BMGC_GN41420,BMG_GN185457,79294,ENSG00000255312.1,54635037,54635955,11,unprocessed_pseudogene,ENSG00000255312,HGNC:14768,olfactory receptor family 4 subfamily C member 7 pseudogene,,,OR4C7P
BMGC_GN41421,BMG_GN185458,79295,ENSG00000230301.6,98263252,98265356,3,protein_coding,ENSG00000230301,HGNC:14767,olfactory receptor family 5 subfamily H member 6,,,OR5H6
BMGC_GN41422,BMG_GN185459,79296,ENSG00000273085.3,5069572,5070497,11,protein_coding,ENSG00000273085,HGNC:14766,olfactory receptor family 52 subfamily E member 1 (gene/pseudogene),,,OR52E1
BMGC_GN41423,BMG_GN185460,79297,ENSG00000249321.1,98197211,98198138,3,transcribed_unprocessed_pseudogene,ENSG00000249321,HGNC:14765,olfactory receptor family 5 subfamily H member 5 pseudogene,,,OR5H5P
BMGC_GN41424,BMG_GN185461,79299,ENSG00000248507.1,98222044,98222966,3,unprocessed_pseudogene,ENSG00000248507,HGNC:14763,olfactory receptor family 5 subfamily H member 4 pseudogene,,,OR5H4P
BMGC_GN41425,BMG_GN185462,793,ENSG00000104327.7,90058608,90095475,8,protein_coding,ENSG00000104327,HGNC:1434,calbindin 1,NC_000008.11;NC_060932.1,114050,CALB1
BMGC_GN41426,BMG_GN185463,79300,ENSG00000224300.1,5015138,5016079,11,unprocessed_pseudogene,ENSG00000224300,HGNC:14762,olfactory receptor family 51 subfamily P member 1 pseudogene,,,OR51P1P
BMGC_GN41427,BMG_GN185464,79301,ENSG00000255131.2,58077348,58078603,11,unprocessed_pseudogene,ENSG00000255131,HGNC:14761,olfactory receptor family 9 subfamily L member 1 pseudogene,,,OR9L1P
BMGC_GN41428,BMG_GN185465,79302,ENSG00000203560.3,5104153,5105084,11,unprocessed_pseudogene,ENSG00000203560,HGNC:14760,olfactory receptor family 52 subfamily J member 1 pseudogene,,,OR52J1P
BMGC_GN41429,BMG_GN185466,79306,ENSG00000265340.1,14570844,14571788,18,unprocessed_pseudogene,ENSG00000265340,HGNC:14756,olfactory receptor family 4 subfamily K member 7 pseudogene,,,OR4K7P
BMGC_GN41430,BMG_GN185467,79308,ENSG00000188439.3,55683239,55684374,11,unprocessed_pseudogene,ENSG00000188439,HGNC:14754,olfactory receptor family 4 subfamily P member 1 pseudogene,,,OR4P1P
BMGC_GN41431,BMG_GN185468,79309,ENSG00000249975.1,98207423,98208341,3,transcribed_unprocessed_pseudogene,ENSG00000249975,HGNC:14753,olfactory receptor family 5 subfamily H member 3 pseudogene,,,OR5H3P
BMGC_GN41432,BMG_GN185469,79310,ENSG00000197938.6,98282505,98284070,3,protein_coding,ENSG00000197938,HGNC:14752,olfactory receptor family 5 subfamily H member 2,,,OR5H2
BMGC_GN41433,BMG_GN185470,79312,ENSG00000234288.2,131424301,131425239,X,unprocessed_pseudogene,ENSG00000234288,HGNC:14750,olfactory receptor family 1 subfamily AA member 1 pseudogene,,,OR1AA1P
BMGC_GN41434,BMG_GN185471,79313,ENSG00000223677.1,29026680,29027607,6,unprocessed_pseudogene,ENSG00000223677,HGNC:14749,olfactory receptor family 2 subfamily AD member 1 pseudogene,,,OR2AD1P
BMGC_GN41435,BMG_GN185472,79314,ENSG00000228304.1,19847367,19848263,14,unprocessed_pseudogene,ENSG00000228304,HGNC:14748,olfactory receptor family 4 subfamily K member 6 pseudogene,,,OR4K6P
BMGC_GN41436,BMG_GN185473,79315,ENSG00000205847.7;ENSG00000290930.2,71024035;71029028,71029893;71056198,2,lncRNA;transcribed_unprocessed_pseudogene,ENSG00000205847;ENSG00000290930,HGNC:14747,olfactory receptor family 7 subfamily E member 91 pseudogene,,,OR7E91P
BMGC_GN41437,BMG_GN185474,79316,ENSG00000229386.4,124480999,124481923,11,transcribed_unprocessed_pseudogene,ENSG00000229386,HGNC:14746,olfactory receptor family 8 subfamily B member 9 pseudogene,,,OR8B9P
BMGC_GN41438,BMG_GN185475,79317,ENSG00000176281.5,19920607,19921578,14,protein_coding,ENSG00000176281,HGNC:14745,olfactory receptor family 4 subfamily K member 5,,,OR4K5
BMGC_GN41439,BMG_GN185476,79318,ENSG00000258541.1,19905917,19906600,14,unprocessed_pseudogene,ENSG00000258541,HGNC:14744,olfactory receptor family 4 subfamily K member 4 pseudogene,,,OR4K4P
BMGC_GN41440,BMG_GN185477,7932,ENSG00000204657.4,29585121,29590500,6,protein_coding,ENSG00000204657,HGNC:8253,olfactory receptor family 2 subfamily H member 2,,600578,OR2H2
BMGC_GN41441,BMG_GN185478,79321,ENSG00000254430.1,123861822,123862521,11,unprocessed_pseudogene,ENSG00000254430,HGNC:14741,olfactory receptor family 6 subfamily M member 3 pseudogene,,,OR6M3P
BMGC_GN41442,BMG_GN185479,79322,ENSG00000258564.2,19796345,19797293,14,unprocessed_pseudogene,ENSG00000258564,HGNC:14740,olfactory receptor family 4 subfamily N member 1 pseudogene,,,OR4N1P
BMGC_GN41443,BMG_GN185480,79323,ENSG00000235213.1,22702143,22703065,14,unprocessed_pseudogene,ENSG00000235213,HGNC:14739,olfactory receptor family 6 subfamily E member 1 pseudogene,,,OR6E1P
BMGC_GN41444,BMG_GN185481,79324,ENSG00000278870.2,4923374,4924339,11,protein_coding,ENSG00000278870,HGNC:14738,olfactory receptor family 51 subfamily G member 1,,,OR51G1
BMGC_GN41445,BMG_GN185482,79331,ENSG00000235730.2,131619013,131619951,X,transcribed_unprocessed_pseudogene,ENSG00000235730,HGNC:14719,olfactory receptor family 2 subfamily AF member 1 pseudogene,,,OR2AF1P
BMGC_GN41446,BMG_GN185483,79334,ENSG00000258453.4,19712936,19713883,14,protein_coding,ENSG00000258453,HGNC:14716,olfactory receptor family 11 subfamily H member 2,,,OR11H2
BMGC_GN41447,BMG_GN185484,79336,ENSG00000268067.3,56760933,56761215,19,transcribed_unprocessed_pseudogene,ENSG00000268067,HGNC:14714,olfactory receptor family 5 subfamily AH member 1 pseudogene,,,OR5AH1P
BMGC_GN41448,BMG_GN185485,79339,ENSG00000183251.4,5301014,5301946,11,protein_coding,ENSG00000183251,HGNC:14708,olfactory receptor family 51 subfamily B member 4,,,OR51B4
BMGC_GN41449,BMG_GN185486,79342,ENSG00000223735.1,5314772,5315684,11,unprocessed_pseudogene,ENSG00000223735,HGNC:14706,olfactory receptor family 51 subfamily B member 3 pseudogene,,,OR51B3P
BMGC_GN41450,BMG_GN185487,79345,ENSG00000279012.2,5323359,5324297,11,protein_coding,ENSG00000279012,HGNC:14703,olfactory receptor family 51 subfamily B member 2,,,OR51B2
BMGC_GN41451,BMG_GN185488,79346,ENSG00000176540.3,48365485,48366465,11,protein_coding,ENSG00000176540,HGNC:14702,olfactory receptor family 4 subfamily C member 5,,,OR4C5
BMGC_GN41452,BMG_GN185489,7936,ENSG00000204356.14,31952087,31959038,6,protein_coding,ENSG00000204356,HGNC:13974,negative elongation factor complex member E,NC_000006.12;NT_113891.3;NT_167245.2;NT_167247.2;NT_167248.2;NT_167249.2;NC_060930.1,154040,NELFE
BMGC_GN41453,BMG_GN185490,79363,ENSG00000132881.12,16231692,16237183,1,protein_coding,ENSG00000132881,HGNC:28127,ciliogenesis and planar polarity effector complex subunit 2,NC_000001.11;NW_025791756.1;NC_060925.1,620487,CPLANE2
BMGC_GN41454,BMG_GN185491,79364,ENSG00000070476.15,126437601,126475891,3,protein_coding,ENSG00000070476,HGNC:28160,ZXD family zinc finger C,NC_000003.12;NC_060927.1,615746,ZXDC
BMGC_GN41455,BMG_GN185492,79365,ENSG00000123095.6,26120030,26125037,12,protein_coding,ENSG00000123095,HGNC:16617,basic helix-loop-helix family member e41,NC_060936.1;NG_021173.1;NC_000012.12;NG_012011.2,606200,BHLHE41
BMGC_GN41456,BMG_GN185493,79366,ENSG00000198157.11,81113699,81201913,X,protein_coding,ENSG00000198157,HGNC:8013,high mobility group nucleosome binding domain 5,NC_000023.11;NC_060947.1;NG_013234.1,300385,HMGN5
BMGC_GN41457,BMG_GN185494,79368,ENSG00000132704.16,157745733,157777132,1,protein_coding,ENSG00000132704,HGNC:14875,Fc receptor like 2,NC_000001.11;NC_060925.1,606509,FCRL2
BMGC_GN41458,BMG_GN185495,79369,ENSG00000176383.9,122203681,122208952,12,protein_coding,ENSG00000176383,HGNC:15683,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4",NC_000012.12;NC_060936.1,605864,B3GNT4
BMGC_GN41459,BMG_GN185496,79370,ENSG00000121380.12,12049844,12211084,12,protein_coding,ENSG00000121380,HGNC:16657,BCL2 like 14,NG_029375.2;NC_000012.12;NC_060936.1;NW_011332696.1,606126,BCL2L14
BMGC_GN41460,BMG_GN185498,794,ENSG00000172137.19,71358713,71390436,16,protein_coding,ENSG00000172137,HGNC:1435,calbindin 2,NC_000016.10;NC_060940.1;NW_013171813.1,114051,CALB2
BMGC_GN41461,BMG_GN185499,7940,ENSG00000204482.11,31586124,31588909,6,protein_coding,ENSG00000204482,HGNC:14189,leukocyte specific transcript 1,NC_000006.12;NT_167244.2;NT_113891.3;NT_167245.2;NT_167246.2;NT_167247.2;NT_167248.2;NT_167249.2;NC_060930.1;NG_030378.1,109170,LST1
BMGC_GN41462,BMG_GN185500,79400,ENSG00000255346.11,69014695,69062762,15,protein_coding,ENSG00000255346,HGNC:14874,NADPH oxidase 5,NG_030464.2;NC_000015.10;NC_060939.1,606572,NOX5
BMGC_GN41463,BMG_GN185501,7941,ENSG00000146070.17,46704201,46735693,6,protein_coding,ENSG00000146070,HGNC:9040,phospholipase A2 group VII,NC_000006.12;NC_060930.1;NG_016204.1,601690,PLA2G7
BMGC_GN41464,BMG_GN185502,79411,ENSG00000163521.16,219236598,219245478,2,protein_coding,ENSG00000163521,HGNC:28129,galactosidase beta 1 like,NC_000002.12;NC_060926.1,,GLB1L
BMGC_GN41465,BMG_GN185503,79412,ENSG00000131650.15,2964216,2968380,16,protein_coding,ENSG00000131650,HGNC:18797,kringle containing transmembrane protein 2,NC_000016.10;NC_060940.1,609899,KREMEN2
BMGC_GN41466,BMG_GN185504,79413,ENSG00000177494.6,111592900,111595346,3,protein_coding,ENSG00000177494,HGNC:20710,zinc finger BED-type containing 2,,615246,ZBED2
BMGC_GN41467,BMG_GN185505,79414,ENSG00000126243.9,35935358,35946624,19,protein_coding,ENSG00000126243,HGNC:28370,leucine rich repeat and fibronectin type III domain containing 3,,612809,LRFN3
BMGC_GN41468,BMG_GN185506,79415,ENSG00000178927.19,82440912,82450829,17,protein_coding,ENSG00000178927,HGNC:28672,cytochrome b-245 chaperone 1,NC_000017.11;NC_060941.1,618334,CYBC1
BMGC_GN41469,BMG_GN185507,7942,ENSG00000112561.19,41683978,41736259,6,protein_coding,ENSG00000112561,HGNC:11753,transcription factor EB,NC_000006.12;NC_060930.1,600744,TFEB
BMGC_GN41470,BMG_GN185508,79441,ENSG00000214367.10,2227464,2242133,4,protein_coding,ENSG00000214367,HGNC:28719,HAUS augmin like complex subunit 3,NC_000004.12;NC_060928.1;NG_046934.1,613430,HAUS3
BMGC_GN41471,BMG_GN185509,79442,ENSG00000163827.14,46515385,46606948,3,protein_coding,ENSG00000163827,HGNC:14676,leucine rich repeat containing 2,NG_021214.1;NC_000003.12;NC_060927.1,607180,LRRC2
BMGC_GN41472,BMG_GN185510,79443,ENSG00000163820.16,45917903,45995824,3,protein_coding,ENSG00000163820,HGNC:14673,FYVE and coiled-coil domain autophagy adaptor 1,NC_000003.12;NC_060927.1;NG_031955.1,607182,FYCO1
BMGC_GN41473,BMG_GN185511,79444,ENSG00000101197.13,63235883,63240495,20,protein_coding,ENSG00000101197,HGNC:13702,baculoviral IAP repeat containing 7,NC_000020.11;NC_060944.1;NG_029552.1,605737,BIRC7
BMGC_GN41474,BMG_GN185512,79446,ENSG00000176473.14,100376418,100530303,14,protein_coding,ENSG00000176473,HGNC:21064,WD repeat domain 25,NC_000014.9;NG_053195.1;NC_060938.1,618059,WDR25
BMGC_GN41475,BMG_GN185513,79447,ENSG00000280789.2,29816152,29822489,16,protein_coding,ENSG00000280789,HGNC:28707,PAXIP1 associated glutamate rich protein 1,,612033,PAGR1
BMGC_GN41476,BMG_GN185514,79465,ENSG00000131019.11,150061053,150069121,6,protein_coding,ENSG00000131019,HGNC:14895,UL16 binding protein 3,NC_000006.12;NC_060930.1,605699,ULBP3
BMGC_GN41477,BMG_GN185515,79469,ENSG00000116652.7,63547082,63550636,1,lncRNA,ENSG00000116652,HGNC:13225,deleted in lymphocytic leukemia 2 like,,,DLEU2L
BMGC_GN41478,BMG_GN185516,79470,ENSG00000184321.1,5402597,5403547,11,unprocessed_pseudogene,ENSG00000184321,HGNC:14856,olfactory receptor family 51 subfamily J member 1,,,OR51J1
BMGC_GN41479,BMG_GN185517,79473,ENSG00000181001.3,5786471,5791265,11,protein_coding,ENSG00000181001,HGNC:14853,olfactory receptor family 52 subfamily N member 1,,,OR52N1
BMGC_GN41480,BMG_GN185518,79476,ENSG00000255466.1,56393729,56394648,11,unprocessed_pseudogene,ENSG00000255466,HGNC:14850,olfactory receptor family 5 subfamily AL member 2 pseudogene,,,OR5AL2P
BMGC_GN41481,BMG_GN185519,79482,ENSG00000272987.1,56412696,56413680,11,protein_coding,ENSG00000272987,HGNC:14844,olfactory receptor family 5 subfamily AL member 1 (gene/pseudogene),,,OR5AL1
BMGC_GN41482,BMG_GN185520,79483,ENSG00000254749.1,57945598,57946414,11,unprocessed_pseudogene,ENSG00000254749,HGNC:14843,olfactory receptor family 5 subfamily BD member 1 pseudogene,,,OR5BD1P
BMGC_GN41483,BMG_GN185521,79488,ENSG00000213182.4,124054793,124055707,11,unprocessed_pseudogene,ENSG00000213182,HGNC:14838,olfactory receptor family 10 subfamily D member 5 pseudogene,,,OR10D5P
BMGC_GN41484,BMG_GN185522,79490,ENSG00000198674.3,123994163,123995161,11,protein_coding,ENSG00000198674,HGNC:14836,olfactory receptor family 10 subfamily G member 6,,,OR10G6
BMGC_GN41485,BMG_GN185523,79491,ENSG00000250750.1,98053374,98053739,3,unprocessed_pseudogene,ENSG00000250750,HGNC:14835,olfactory receptor family 5 subfamily BM member 1 pseudogene,,,OR5BM1P
BMGC_GN41486,BMG_GN185524,79492,ENSG00000179170.11,125747084,125748098,3,unprocessed_pseudogene,ENSG00000179170,HGNC:14834,olfactory receptor family 7 subfamily E member 97 pseudogene,,,OR7E97P
BMGC_GN41487,BMG_GN185525,79494,ENSG00000255134.1,56335142,56336068,11,unprocessed_pseudogene,ENSG00000255134,HGNC:14832,olfactory receptor family 8 subfamily K member 2 pseudogene,,,OR8K2P
BMGC_GN41488,BMG_GN185526,79498,ENSG00000255461.1,56296541,56297471,11,unprocessed_pseudogene,ENSG00000255461,HGNC:14828,olfactory receptor family 8 subfamily I member 1 pseudogene,,,OR8I1P
BMGC_GN41489,BMG_GN185527,79499,ENSG00000232787.2,131596121,131596987,X,unprocessed_pseudogene,ENSG00000232787,HGNC:14827,olfactory receptor family 7 subfamily L member 1 pseudogene,,,OR7L1P
BMGC_GN41490,BMG_GN185528,795,ENSG00000169906.5,16650158,16654670,X,protein_coding,ENSG00000169906,HGNC:1436,S100 calcium binding protein G,NC_000023.11;NC_060947.1;NG_013229.2,302020,S100G
BMGC_GN41491,BMG_GN185529,79501,ENSG00000186092.7,65419,71585,1,protein_coding,ENSG00000186092,HGNC:14825,olfactory receptor family 4 subfamily F member 5,,,OR4F5
BMGC_GN41492,BMG_GN185530,79504,ENSG00000268020.3,52473,53312,1,transcribed_unprocessed_pseudogene,ENSG00000268020,HGNC:14822,olfactory receptor family 4 subfamily G member 4 pseudogene,,,OR4G4P
BMGC_GN41493,BMG_GN185531,79508,ENSG00000254490.1,56500300,56501271,11,unprocessed_pseudogene,ENSG00000254490,HGNC:14818,olfactory receptor family 5 subfamily M member 7 pseudogene,,,OR5M7P
BMGC_GN41494,BMG_GN185532,79512,ENSG00000254603.1,56512235,56513171,11,unprocessed_pseudogene,ENSG00000254603,HGNC:14814,olfactory receptor family 5 subfamily M member 6 pseudogene,,,OR5M6P
BMGC_GN41495,BMG_GN185533,79513,ENSG00000227445.1,158514785,158515925,1,unprocessed_pseudogene,ENSG00000227445,HGNC:14813,olfactory receptor family 10 subfamily R member 1 pseudogene,,,OR10R1P
BMGC_GN41496,BMG_GN185534,79514,ENSG00000203758.4,158445068,158446014,1,unprocessed_pseudogene,ENSG00000203758,HGNC:14812,olfactory receptor family 10 subfamily T member 1 pseudogene,,,OR10T1P
BMGC_GN41497,BMG_GN185535,79515,ENSG00000226461.3,124009655,124010012,11,unprocessed_pseudogene,ENSG00000226461,HGNC:14811,olfactory receptor family 10 subfamily G member 5 pseudogene,,,OR10G5P
BMGC_GN41498,BMG_GN185536,79518,ENSG00000230416.3,56448668,56449592,11,unprocessed_pseudogene,ENSG00000230416,HGNC:14808,olfactory receptor family 5 subfamily M member 4 pseudogene,,,OR5M4P
BMGC_GN41499,BMG_GN185537,79521,ENSG00000237354.1,5076130,5077066,11,unprocessed_pseudogene,ENSG00000237354,HGNC:14805,olfactory receptor family 52 subfamily S member 1 pseudogene,,,OR52S1P
BMGC_GN41500,BMG_GN185538,79523,ENSG00000254752.3,56479492,56480427,11,transcribed_unprocessed_pseudogene,ENSG00000254752,HGNC:14803,olfactory receptor family 5 subfamily M member 2 pseudogene,,,OR5M2P
BMGC_GN41501,BMG_GN185539,79525,ENSG00000225003.1,4972943,4973884,11,unprocessed_pseudogene,ENSG00000225003,HGNC:14801,olfactory receptor family 51 subfamily A member 5 pseudogene,,,OR51A5P
BMGC_GN41502,BMG_GN185540,79526,ENSG00000184789.6,48432217,48433147,11,unprocessed_pseudogene,ENSG00000184789,HGNC:14800,olfactory receptor family 4 subfamily C member 10 pseudogene,,,OR4C10P
BMGC_GN41503,BMG_GN185541,79528,ENSG00000255215.1,48486363,48486825,11,unprocessed_pseudogene,ENSG00000255215,HGNC:14798,olfactory receptor family 4 subfamily R member 1 pseudogene,,,OR4R1P
BMGC_GN41504,BMG_GN185542,79529,ENSG00000230261.1,5037013,5037951,11,unprocessed_pseudogene,ENSG00000230261,HGNC:14797,olfactory receptor family 52 subfamily J member 2 pseudogene,,,OR52J2P
BMGC_GN41505,BMG_GN185543,79530,ENSG00000254925.1,48464053,48464977,11,unprocessed_pseudogene,ENSG00000254925,HGNC:14796,olfactory receptor family 4 subfamily C member 9 pseudogene,,,OR4C9P
BMGC_GN41506,BMG_GN185544,79532,ENSG00000227023.1,4937371,4938294,11,unprocessed_pseudogene,ENSG00000227023,HGNC:14794,olfactory receptor family 51 subfamily A member 3 pseudogene,,,OR51A3P
BMGC_GN41507,BMG_GN185545,79533,ENSG00000226157.1,5092676,5093611,11,unprocessed_pseudogene,ENSG00000226157,HGNC:14793,olfactory receptor family 52 subfamily E member 3 pseudogene,,,OR52E3P
BMGC_GN41508,BMG_GN185546,79534,ENSG00000254841.1,55673536,55674675,11,unprocessed_pseudogene,ENSG00000254841,HGNC:14736,olfactory receptor family 4 subfamily V member 1 pseudogene,,,OR4V1P
BMGC_GN41509,BMG_GN185547,79537,ENSG00000188668.4,158874642,158875670,2,transcribed_unprocessed_pseudogene,ENSG00000188668,HGNC:14733,olfactory receptor family 7 subfamily E member 90 pseudogene,,,OR7E90P
BMGC_GN41510,BMG_GN185548,79538,ENSG00000273423.1,104629754,104631017,9,unprocessed_pseudogene,ENSG00000273423,HGNC:14732,olfactory receptor family 13 subfamily I member 1 pseudogene,,,OR13I1P
BMGC_GN41511,BMG_GN185549,79540,ENSG00000243792.1,158853755,158854576,2,transcribed_unprocessed_pseudogene,ENSG00000243792,HGNC:14730,olfactory receptor family 7 subfamily E member 89 pseudogene,,,OR7E89P
BMGC_GN41512,BMG_GN185550,79541,ENSG00000180658.4,131699644,131701401,6,protein_coding,ENSG00000180658,HGNC:14729,olfactory receptor family 2 subfamily A member 4,,,OR2A4
BMGC_GN41513,BMG_GN185551,79544,ENSG00000155249.5,19930917,19936757,14,protein_coding,ENSG00000155249,HGNC:14726,olfactory receptor family 4 subfamily K member 1,NC_000014.9;NW_025791796.1;NC_060938.1,,OR4K1
BMGC_GN41514,BMG_GN185552,79546,ENSG00000254613.3,123841006,123841876,11,transcribed_unprocessed_pseudogene,ENSG00000254613,HGNC:14713,olfactory receptor family 6 subfamily M member 2 pseudogene,,,OR6M2P
BMGC_GN41515,BMG_GN185553,79547,ENSG00000254767.1,105194440,105194946,11,unprocessed_pseudogene,ENSG00000254767,HGNC:14712,olfactory receptor family 2 subfamily AL member 1 pseudogene,,,OR2AL1P
BMGC_GN41516,BMG_GN185554,79549,ENSG00000255804.2,22630929,22644352,14,protein_coding,ENSG00000255804,HGNC:14707,olfactory receptor family 6 subfamily J member 1,,,OR6J1
BMGC_GN41517,BMG_GN185555,7955,ENSG00000236548.4,124644434,124963587,6,lncRNA,ENSG00000236548,HGNC:50866,RNF217 antisense RNA 1 (head to head),,602532,RNF217-AS1
BMGC_GN41518,BMG_GN185556,79550,ENSG00000197161.7,48345351,48352447,11,unprocessed_pseudogene,ENSG00000197161,HGNC:14700,olfactory receptor family 4 subfamily C member 4 pseudogene,,,OR4C4P
BMGC_GN41519,BMG_GN185558,79567,ENSG00000039523.20,67518418,67546788,16,protein_coding,ENSG00000039523,HGNC:25836,RHO family interacting cell polarization regulator 1,NC_000016.10;NC_060940.1,619842,RIPOR1
BMGC_GN41520,BMG_GN185559,79568,ENSG00000162972.11,199955317,200008540,2,protein_coding,ENSG00000162972,HGNC:26198,matrix AAA peptidase interacting protein 1,,617267,MAIP1
BMGC_GN41521,BMG_GN185560,7957,ENSG00000112425.16,145382535,145736023,6,protein_coding,ENSG00000112425,HGNC:3413,"EPM2A glucan phosphatase, laforin",NC_000006.12;NC_060930.1;NG_012832.3,607566,EPM2A
BMGC_GN41522,BMG_GN185561,79570,ENSG00000084628.10,31179745,31239887,1,protein_coding,ENSG00000084628,HGNC:25743,sodium/potassium transporting ATPase interacting 1,,612871,NKAIN1
BMGC_GN41523,BMG_GN185562,79571,ENSG00000179562.3,127580628,127593611,7,protein_coding,ENSG00000179562,HGNC:19095,GRIP and coiled-coil domain containing 1,NC_000007.14;NC_060931.1,607418,GCC1
BMGC_GN41524,BMG_GN185563,79572,ENSG00000133657.17,194402672,194498364,3,protein_coding,ENSG00000133657,HGNC:24113,ATPase 13A3,NC_000003.12;NC_060927.1,610232,ATP13A3
BMGC_GN41525,BMG_GN185564,79573,ENSG00000143643.13,230906243,230978875,1,protein_coding,ENSG00000143643,HGNC:26204,tetratricopeptide repeat domain 13,NC_000001.11;NC_060925.1,,TTC13
BMGC_GN41526,BMG_GN185565,79574,ENSG00000198758.11,109750080,109764027,1,protein_coding,ENSG00000198758,HGNC:21297,EPS8 signaling adaptor L3,NC_000001.11;NC_060925.1,614989,EPS8L3
BMGC_GN41527,BMG_GN185566,79575,ENSG00000127220.6,17292131,17310236,19,protein_coding,ENSG00000127220,HGNC:23759,abhydrolase domain containing 8,,621036,ABHD8
BMGC_GN41528,BMG_GN185567,79576,ENSG00000101882.10,119920672,119943751,X,protein_coding,ENSG00000101882,HGNC:29873,NFKB activating protein,NG_021260.1;NC_000023.11;NC_060947.1,300766,NKAP
BMGC_GN41529,BMG_GN185568,79577,ENSG00000134371.15,193121983,193254815,1,protein_coding,ENSG00000134371,HGNC:16783,cell division cycle 73,NC_000001.11;NC_060925.1;NG_012691.1,607393,CDC73
